Date,Daily PnL,SL,Initial Target,Final Target,File Path,File Name
2023-08-11,2883.593163,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-08-18,1606.291598,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-08-25,843.8866949999999,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-09-15,684.845255,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-09-22,-889.284902,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-09-29,-2222.246827,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-10-06,906.509262,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-10-13,175.912647,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-10-27,1409.477816,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-11-03,-2172.952386,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-11-10,1665.932138,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-11-17,374.714447,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-11-24,1238.5082679999998,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-12-01,2068.505783,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-12-08,174.91863800000002,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-12-15,-2193.072566,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-12-22,-3787.596831,-2122.38,3192.75,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2023-12-29,3140.047485,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-01-05,-40.213305999999996,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-01-12,-49.267387,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-01-19,40.727423,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-01-25,-9.1,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-02-02,135.15827800000002,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-02-09,-23.200000000000003,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-02-16,-18.2,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-02-23,-36.1993,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-03-01,-84.477702,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-03-07,36.751387,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-03-15,-5.1,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-03-22,-26.200000000000003,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-03-28,-37.2023,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-04-05,-4.1,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-04-12,364.77435699999995,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-04-19,-182.060575,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-04-26,-50.273396,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-05-03,8.8,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-05-10,139.13431400000002,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-05-17,-105.60389099999999,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-05-24,77.505756,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-06-07,90.427873,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-06-14,-5.1,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-06-21,-5.1,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-06-28,31.781342000000002,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-07-05,115.278098,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-07-12,31.781342000000002,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-07-19,77.505756,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
2024-07-26,126.212197,3192.75,4257.0,8514.0,"SENSEX_candle_5T_range_[70, 88]_delta_0,45_time_13,00.csv",initial_sl_-2122_initial_target_4257_final_target_8514.csv
