Date,Daily PnL,SL,Initial Target,Final Target,File Path,File Name
2021-06-10,2442.8925,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-06-17,-3932.75625,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-06-24,1728.79125,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-07-01,2267.17125,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-07-08,-3639.37875,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-07-15,734.28375,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-07-22,2326.99125,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-07-29,3594.4275,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-08-05,2252.21625,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-08-12,2315.775,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-08-18,356.67,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-08-26,3998.2125,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-09-02,1216.5825,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-09-09,3198.12,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-09-16,1470.8175,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-09-23,730.545,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-09-30,3190.6425,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-10-07,3628.07625,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-10-14,1930.68375,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
2021-10-21,-3458.83875,-3208.59,12157.03,13893.75,"NIFTY_candle_5T_range_[70, 88]_delta_0,4_time_10,15.csv",initial_sl_-3208_initial_target_13893_final_target_13893.csv
