Date,Daily PnL,SL,Initial Target,Final Target,File Path,File Name
2023-08-11,2883.593163,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-08-18,-2000.924847,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-08-25,1519.812815,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-09-15,1925.368487,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-09-22,-809.810191,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-09-29,1654.00403,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-10-06,824.006515,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-10-13,206.726926,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-10-27,1073.502774,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-11-03,-2021.0450270000001,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
2023-11-10,307.12183500000003,-1766.12,7603.75,8690.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,4_time_13,00.csv",initial_sl_-1766_initial_target_8690_final_target_8690.csv
